X,y
-4.5,-974.53125
-4.454773869346734,-910.441418791485
-4.409547738693467,-849.4215437207652
-4.364321608040201,-791.3681411456809
-4.319095477386934,-736.1799411967702
-4.273869346733668,-683.7578650719068
-4.228643216080402,-634.0050023309404
-4.183417085427136,-586.8265881903324
-4.13819095477387,-542.1299808177992
-4.092964824120603,-499.8246386269492
-4.047738693467337,-459.8220975719218
-4.00251256281407,-422.0359484420259
-3.957286432160804,-386.38181415638036
-3.9120603015075375,-352.77732705855107
-3.866834170854271,-321.142106211192
-3.821608040201005,-291.39773469068297
-3.7763819095477387,-263.4677368817681
-3.7311557788944723,-237.27755577219676
-3.6859296482412063,-212.75453024736117
-3.64070351758794,-189.82787238493478
-3.5954773869346734,-168.42864474951335
-3.550251256281407,-148.48973768725233
-3.5050251256281406,-129.94584662050622
-3.459798994974874,-112.73344934246754
-3.414572864321608,-96.79078331180628
-3.3693467336683414,-82.0578229473085
-3.3241206030150754,-68.47625692251532
-3.278894472361809,-55.98946546036192
-3.2336683417085426,-44.54249762781676
-3.1884422110552766,-34.0820486305207
-3.14321608040201,-24.55643710742537
-3.0979899497487438,-15.91558242543288
-3.0527638190954773,-8.110981974034356
-3.007537688442211,-1.0956884599491445
-2.9623115577889445,5.17571279823602
-2.917085427135678,10.74712657542852
-2.871859296482412,15.66097044539028
-2.8266331658291457,19.958197486099223
-2.7814070351758793,23.678318985109954
-2.7361809045226133,26.859427144914783
-2.690954773869347,29.538217788304937
-2.6457286432160805,31.750013063731444
-2.600502512562814,33.528784150665885
-2.5552763819095476,34.90717396496184
-2.5100502512562812,35.91651986421551
-2.464824120603015,36.5868763531269
-2.419597989949749,36.94703778886081
-2.3743718592964824,37.0245610864077
-2.329145728643216,36.845788423944846
-2.2839195979899496,36.43586994819722
-2.238693467336683,35.818786479798554
-2.193467336683417,35.01737221865229
-2.148241206030151,34.053337449292584
-2.1030150753768844,32.947291246245356
-2.057788944723618,31.718764179389183
-2.0125628140703515,30.386231019316455
-1.9673366834170851,28.967133442694152
-1.9221105527638191,27.47790273762502
-1.8768844221105527,25.93398250900846
-1.8316582914572863,24.34985138390162
-1.78643216080402,22.739045716880316
-1.7412060301507535,21.114182295400028
-1.6959798994974875,19.486981045156952
-1.650753768844221,17.8682877354489
-1.6055276381909547,16.268096684536417
-1.5603015075376883,14.695573465003683
-1.5150753768844218,13.15907760911955
