X,y
4.87,0.025923891196769855
-1.84,-31.139744942286722
-1.58,-16.1993646974811
-3.22,-9.10509449793702
2.6,8.972520577321966
-6.9,-32.736596465823006
5.23,-0.6650560854787404
-2.28,-14.18321062271383
0.96,18.977873524514973
-0.75,-3.9045814003500112
4.39,3.182781749433614
-6.18,-22.75496551897353
-0.97,-21.33328570007675
-1.15,-10.491459103907813
3.4,15.19688346959753
-3.3,-7.723814587851274
-0.52,-5.223202067656051
-2.63,-21.75349910239899
0.13,-6.385487860704577
1.75,15.139789203109054
-3.3,-8.323814587851274
3.43,4.413614311953063
2.7,14.360698203507448
1.51,18.042287087463222
2.7,18.910698203507447
-2.05,-11.320435529500632
-0.37,-5.35423147947443
-2.81,-2.1632400177633997
-0.8,-15.330341363492842
1.59,18.137234227014364
-2.07,-16.43946094498617
-1.19,-18.2655345087375
-2.06,-12.530610262239612
-2.54,-18.319343456730543
-2.01,-11.996358449878016
-0.04,1.2501599872004876
-3.35,6.8835295751009955
0.7,10.443265308565364
4.98,0.4639195744770441
2.23,20.27720333513007
-0.58,-19.870359051878104
-2.66,-10.917868973955178
-2.24,-15.084738876266298
5.08,2.792171353140538
0.15,-4.028428012896011
-1.91,-26.60529896935016
0.57,13.734480731009537
6.3,26.032208507265242
0.36,15.33411349912635
1.85,16.4891280446295
0.9,10.299903644412252
-1.06,-16.625332235174795
-3.43,-14.903614311953064
-1.05,-18.101348383910256
-0.63,-5.467171369134043
1.76,29.182314757064276
2.52,18.69495974286123
2.79,22.73590200887585
0.86,16.997638443429153
2.66,16.88786897395518
-2.26,-18.21628993030189
3.76,4.513927034068857
1.54,19.342887459082185
-0.89,-14.026076212902357
1.47,17.023865246663714
-0.23,-1.8096628530278258
3.39,7.5520924357304455
4.56,-7.546168779086958
6.56,23.579394924655187
-4.19,-2.8505549877333367
-4.33,-8.313362030326868
-1.51,-16.08228708746322
0.48,17.156687633122242
2.63,28.083499102398996
0.95,23.861232571840606
-6.07,-18.386387510939223
-0.92,-7.81402430054549
2.48,23.25561386708568
0.69,2.678057733329519
2.29,23.46495864591256
-0.67,-7.1847898055483945
-0.6,-8.459637100925528
0.56,12.08779296881325
1.23,19.11733202897546
0.59,19.275415343691755
0.36,5.354113499126349
-2.01,-19.606358449878016
1.13,17.996182840682387
0.37,8.91423147947443
3.39,-1.337907564269555
3.6,12.102193350577213
0.56,11.777792968813252
-1.13,-13.106182840682388
-1.92,-17.864682105279876
1.27,18.206512833770383
0.23,3.329662853027826
-1.03,-14.46948483782905
0.13,4.094512139295423
-1.86,-13.177069246183713
2.09,22.02321875168419
-1.34,-18.292268125429793
3.67,14.377621782195828
1.21,12.264240023300788
1.78,14.312949102120673
-3.28,-5.000511990931598
0.51,8.792658703243612
2.22,10.738482083541298
-2.86,-13.308288887248802
-0.8,-15.71034136349284
0.1,8.457501249702423
-4.12,-2.0258623958294355
0.95,21.301232571840607
2.54,19.409343456730543
-2.58,-15.758023613334318
1.05,17.271348383910254
-3.94,2.0636835368595583
-0.12,-12.695683109333789
-4.85,2.9481980395007
3.36,5.929873794189305
1.23,27.817332028975464
-0.07,-3.7191427100629912
-2.33,-11.160765812002293
3.82,-9.523307346189402
5.9,17.161850027546464
-5.57,-4.51630886516313
3.71,2.815642375649734
4.88,0.2502080895749451
1.01,15.432477669270227
-3.6,-1.0421933505772136
2.59,15.960665125309143
-0.54,-17.272039874796697
-1.81,-19.93290433733473
-3.69,8.919931855316097
1.65,21.132975426808784
2.38,19.941124753354046
-1.87,-21.133572752794162
1.56,21.549125803449495
-3.43,-4.133614311953063
2.41,16.940833901247366
0.14,7.833146719663548
-0.56,-13.26779296881325
-0.31,-5.1558795466516525
2.61,18.963602783720802
2.25,18.081097953318817
1.59,14.647234227014362
0.41,10.999139919766343
0.23,0.19966285302782616
1.86,18.717069246183712
0.7,8.623265308565365
2.05,19.91043552950063
-0.93,-15.96429911325666
-7.3,-36.02654930942846
3.12,14.08386463589144
6.56,33.58939492465519
1.32,17.70072650177398
-0.3,-1.7228030999200938
-0.41,-7.989139919766344
-0.36,-4.874113499126349
0.05,7.539687539060175
-3.37,-5.463602173391752
-1.55,-22.726756462840356
-2.99,-13.885190681295159
0.75,10.394581400350011
-0.89,-13.396076212902358
1.49,24.71106628064715
-0.52,-14.803202067656052
2.96,7.398944018413492
0.64,7.257931620435882
6.57,16.203477177642394
-5.69,-1.0549250407962694
-1.94,-18.989225210333007
2.7,25.01069820350745
7.58,31.06051849056855
-0.75,-5.004581400350012
0.13,-0.1754878607045769
-0.68,-12.511895360277027
3.99,-3.2234249234487846
-0.86,-17.697638443429156
2.04,13.878929764300693
